0,16,Variable Event,Limited_Hold_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Max_no_of_rewards,,0,1,Value,100,,,,,,,,
0,16,Variable Event,No_of_correct_rejections,,0,1,Value,0,,,,,,,,
0,16,Variable Event,No_of_hits,,0,1,Value,0,,,,,,,,
0,16,Variable Event,No_of_Misses,,0,1,Value,0,,,,,,,,
0,16,Variable Event,No_of_Mistakes,,0,1,Value,0,,,,,,,,
0,16,Variable Event,No_of_rewards_given,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Right_touches_during_ITI,,0,1,Value,0,,,,,,,,
0,16,Variable Event,stimulus_duration,,0,1,Value,2,,,,,,,,
0,16,Variable Event,stimulus_duration_timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Time_Out_Duration,,0,1,Value,5,,,,,,,,
0,16,Variable Event,Time_Out_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Tone_Duration,,0,1,Value,1000,,,,,,,,
0,37,Image List Definition,Background,,0,1,Bussey Mouse Operant Mode 3 x 1 x low,4,,,,,,,,
0,36,List Array - Write,Background,,0,1,Image 1,1,,,,,,,,
0,17,List Change - Set,Background,,0,2,Index,1,Value,1,,,,,,
0,22,List Array - Write,Corr_Trial_Image_Selection,,0,5,Item #1,2,Item #2,2,Item #3,3,Item #4,3,Item #5,4
0,22,List Array - Write,Corr_Trial_Image_Selection,,0,3,Item #6,4,Item #7,5,Item #8,5,,,,
0,17,List Change - Set,Corr_Trial_Image_Selection,,0,2,Index,3,Value,3,,,,,,
0,37,Image List Definition,Frame,,0,1,Bussey Mouse Operant Mode 3 x 1 x low,4,,,,,,,,
0,36,List Array - Write,Frame,,0,1,Image 1,1,,,,,,,,
0,17,List Change - Set,Frame,,0,2,Index,1,Value,1,,,,,,
0,22,List Array - Write,Image_Selection,,0,5,Item #1,1,Item #2,1,Item #3,1,Item #4,1,Item #5,2
0,22,List Array - Write,Image_Selection,,0,5,Item #6,2,Item #7,3,Item #8,3,Item #9,4,Item #10,4
0,22,List Array - Write,Image_Selection,,0,2,Item #11,5,Item #12,5,,,,,,
0,17,List Change - Set,Image_Selection,,0,2,Index,10,Value,4,,,,,,
0,37,Image List Definition,Images,,0,1,Bussey Mouse Operant Mode 3 x 1 x low,4,,,,,,,,
0,36,List Array - Write,Images,,0,5,Image 1,1,Image 2,2,Image 3,3,Image 4,4,Image 5,5
0,36,List Array - Write,Images,,0,2,Image 6,6,Image 7,7,,,,,,
0,17,List Change - Set,Images,,0,2,Index,1,Value,1,,,,,,
0,22,List Array - Write,ITIs,,0,1,Item #1,5,,,,,,,,
0,17,List Change - Set,ITIs,,0,2,Index,1,Value,5,,,,,,
0,0,Schedule Startup Event,(SYSTEM),,0,0,,,,,,,,,,
0,1,Condition Event,Adjust Sound Level 2,,0,0,,,,,,,,,,
0,3,Output On Event,Sound #2,,0,0,,,,,,,,,,
0,29,Timer Event,_Schedule_Timer,,0,1,Value,0,,,,,,,,
0,21,Group Change Event,Group Change,,0,1,New Group,1,,,,,,,,
0.005,1,Condition Event,Set Blank Images,,1,0,,,,,,,,,,
0.005,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Background,1,2,Position,1,Image 1,0,,,,,,
0.005,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Frame,1,2,Position,2,Image 1,0,,,,,,
0.005,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Background,1,2,Position,3,Image 1,0,,,,,,
0.005,3,Output On Event,White_Noise_Off #1,,1,0,,,,,,,,,,
0.005,1,Condition Event,Adjust Sound Level 2,,1,0,,,,,,,,,,
0.005,3,Output On Event,Sound #2,,1,0,,,,,,,,,,
0.005,16,Variable Event,Correction_Trial,,1,1,Value,0,,,,,,,,
0.005,21,Group Change Event,Group Change,,1,1,New Group,10,,,,,,,,
0.005,1,Condition Event,Free starting pellet,,10,0,,,,,,,,,,
0.005,7,Pulse Output Event,Sound_On #1,,10,1,Duration,1,,,,,,,,
0.005,7,Pulse Output Event,Feeder #1,,10,1,Duration,0.28,,,,,,,,
0.005,3,Output On Event,TrayLight #1,,10,0,,,,,,,,,,
0.005,21,Group Change Event,Group Change,,10,1,New Group,11,,,,,,,,
0.356,39,Input Transition Off Event,FIRBeam #1,,11,0,,,,,,,,,,
0.521,38,Input Transition On Event,BIRBeam #1,,11,0,,,,,,,,,,
0.979,38,Input Transition On Event,Tray #1,,11,0,,,,,,,,,,
0.979,1,Condition Event,Wait for first pellet retrieval,,11,0,,,,,,,,,,
0.979,4,Output Off Event,TrayLight #1,,11,0,,,,,,,,,,
0.979,29,Timer Event,After_Reward_Timer,,11,1,Value,0,,,,,,,,
0.979,21,Group Change Event,Group Change,,11,1,New Group,12,,,,,,,,
2.979,1,Condition Event,Pause to eat 1,,12,0,,,,,,,,,,
2.979,21,Group Change Event,Group Change,,12,1,New Group,3,,,,,,,,
2.979,1,Condition Event,Start ITI,,3,0,,,,,,,,,,
2.979,29,Timer Event,ITI_Timer,,3,1,Value,0,,,,,,,,
2.979,16,Variable Event,Current_Image,,3,1,Value,4,,,,,,,,
2.979,19,List Change - Next Value,Image_Selection,,3,2,Index,5,Value,2,,,,,,
2.979,16,Variable Event,Current_ITI,,3,1,Value,5,,,,,,,,
2.979,19,List Change - Next Value,ITIs,,3,2,Index,1,Value,5,,,,,,
2.979,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
4.514,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
5.18,39,Input Transition Off Event,BIRBeam #1,,4,0,,,,,,,,,,
6.846,38,Input Transition On Event,FIRBeam #1,,4,0,,,,,,,,,,
7.964,39,Input Transition Off Event,FIRBeam #1,,4,0,,,,,,,,,,
7.979,1,Condition Event,Display Image,,4,0,,,,,,,,,,
7.979,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Images,4,2,Position,2,Image 4,3,,,,,,
7.979,29,Timer Event,Limited_Hold_Timer,,4,1,Value,0,,,,,,,,
7.979,29,Timer Event,stimulus_duration_timer,,4,1,Value,0,,,,,,,,
7.979,21,Group Change Event,Group Change,,4,1,New Group,6,,,,,,,,
9.979,1,Condition Event,Remove Stimulus Duration,,6,0,,,,,,,,,,
9.979,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Frame,6,2,Position,2,Image 1,0,,,,,,
9.979,16,Variable Event,stimulus_duration_timer,,6,1,Value,2,,,,,,,,
9.979,16,Variable Event,stimulus_duration_timer,,6,1,Value,0,,,,,,,,
9.979,61,Group Maintain Event,Group Change,,6,1,New Group,6,,,,,,,,
10.479,1,Condition Event,Correct Rejection,,6,0,,,,,,,,,,
10.479,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Frame,6,2,Position,2,Image 1,0,,,,,,
10.479,16,Variable Event,_Trial_Counter,,6,1,Value,1,,,,,,,,
10.479,16,Variable Event,No_of_correct_rejections,,6,1,Value,1,,,,,,,,
10.479,21,Group Change Event,Group Change,,6,1,New Group,3,,,,,,,,
10.479,1,Condition Event,Start ITI,,3,0,,,,,,,,,,
10.479,29,Timer Event,ITI_Timer,,3,1,Value,0,,,,,,,,
10.479,16,Variable Event,Current_Image,,3,1,Value,2,,,,,,,,
10.479,19,List Change - Next Value,Image_Selection,,3,2,Index,12,Value,5,,,,,,
10.479,16,Variable Event,Current_ITI,,3,1,Value,5,,,,,,,,
10.479,19,List Change - Next Value,ITIs,,3,2,Index,1,Value,5,,,,,,
10.479,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
10.798,38,Input Transition On Event,FIRBeam #1,,4,0,,,,,,,,,,
11.182,39,Input Transition Off Event,FIRBeam #1,,4,0,,,,,,,,,,
11.817,38,Input Transition On Event,BIRBeam #1,,4,0,,,,,,,,,,
15.21,39,Input Transition Off Event,BIRBeam #1,,4,0,,,,,,,,,,
15.479,1,Condition Event,Display Image,,4,0,,,,,,,,,,
15.479,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Images,4,2,Position,2,Image 2,1,,,,,,
15.479,29,Timer Event,Limited_Hold_Timer,,4,1,Value,0,,,,,,,,
15.479,29,Timer Event,stimulus_duration_timer,,4,1,Value,0,,,,,,,,
15.479,21,Group Change Event,Group Change,,4,1,New Group,6,,,,,,,,
16.521,38,Input Transition On Event,FIRBeam #1,,6,0,,,,,,,,,,
17.479,1,Condition Event,Remove Stimulus Duration,,6,0,,,,,,,,,,
17.479,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Frame,6,2,Position,2,Image 1,0,,,,,,
17.479,16,Variable Event,stimulus_duration_timer,,6,1,Value,2,,,,,,,,
17.479,16,Variable Event,stimulus_duration_timer,,6,1,Value,0,,,,,,,,
17.479,61,Group Maintain Event,Group Change,,6,1,New Group,6,,,,,,,,
17.979,1,Condition Event,Correct Rejection,,6,0,,,,,,,,,,
17.979,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Frame,6,2,Position,2,Image 1,0,,,,,,
17.979,16,Variable Event,_Trial_Counter,,6,1,Value,2,,,,,,,,
17.979,16,Variable Event,No_of_correct_rejections,,6,1,Value,2,,,,,,,,
17.979,21,Group Change Event,Group Change,,6,1,New Group,3,,,,,,,,
17.979,1,Condition Event,Start ITI,,3,0,,,,,,,,,,
17.979,29,Timer Event,ITI_Timer,,3,1,Value,0,,,,,,,,
17.979,16,Variable Event,Current_Image,,3,1,Value,5,,,,,,,,
17.979,19,List Change - Next Value,Image_Selection,,3,2,Index,4,Value,1,,,,,,
17.979,16,Variable Event,Current_ITI,,3,1,Value,5,,,,,,,,
17.979,19,List Change - Next Value,ITIs,,3,2,Index,1,Value,5,,,,,,
17.979,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
21.957,39,Input Transition Off Event,FIRBeam #1,,4,0,,,,,,,,,,
22.979,1,Condition Event,Display Image,,4,0,,,,,,,,,,
22.979,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Images,4,2,Position,2,Image 5,4,,,,,,
22.979,29,Timer Event,Limited_Hold_Timer,,4,1,Value,0,,,,,,,,
22.979,29,Timer Event,stimulus_duration_timer,,4,1,Value,0,,,,,,,,
22.979,21,Group Change Event,Group Change,,4,1,New Group,6,,,,,,,,
24.691,38,Input Transition On Event,FIRBeam #1,,6,0,,,,,,,,,,
24.979,1,Condition Event,Remove Stimulus Duration,,6,0,,,,,,,,,,
24.979,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Frame,6,2,Position,2,Image 1,0,,,,,,
24.979,16,Variable Event,stimulus_duration_timer,,6,1,Value,2,,,,,,,,
24.979,16,Variable Event,stimulus_duration_timer,,6,1,Value,0,,,,,,,,
24.979,61,Group Maintain Event,Group Change,,6,1,New Group,6,,,,,,,,
25.479,1,Condition Event,Correct Rejection,,6,0,,,,,,,,,,
25.479,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Frame,6,2,Position,2,Image 1,0,,,,,,
25.479,16,Variable Event,_Trial_Counter,,6,1,Value,3,,,,,,,,
25.479,16,Variable Event,No_of_correct_rejections,,6,1,Value,3,,,,,,,,
25.479,21,Group Change Event,Group Change,,6,1,New Group,3,,,,,,,,
25.479,1,Condition Event,Start ITI,,3,0,,,,,,,,,,
25.479,29,Timer Event,ITI_Timer,,3,1,Value,0,,,,,,,,
25.479,16,Variable Event,Current_Image,,3,1,Value,1,,,,,,,,
25.479,19,List Change - Next Value,Image_Selection,,3,2,Index,9,Value,4,,,,,,
25.479,16,Variable Event,Current_ITI,,3,1,Value,5,,,,,,,,
25.479,19,List Change - Next Value,ITIs,,3,2,Index,1,Value,5,,,,,,
25.479,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
25.668,39,Input Transition Off Event,FIRBeam #1,,4,0,,,,,,,,,,
25.941,38,Input Transition On Event,FIRBeam #1,,4,0,,,,,,,,,,
26.723,39,Input Transition Off Event,FIRBeam #1,,4,0,,,,,,,,,,
28.591,38,Input Transition On Event,FIRBeam #1,,4,0,,,,,,,,,,
28.901,39,Input Transition Off Event,FIRBeam #1,,4,0,,,,,,,,,,
30.385,38,Input Transition On Event,FIRBeam #1,,4,0,,,,,,,,,,
30.479,1,Condition Event,Display Image,,4,0,,,,,,,,,,
30.479,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Images,4,2,Position,2,Image 1,0,,,,,,
30.479,29,Timer Event,Limited_Hold_Timer,,4,1,Value,0,,,,,,,,
30.479,29,Timer Event,stimulus_duration_timer,,4,1,Value,0,,,,,,,,
30.479,21,Group Change Event,Group Change,,4,1,New Group,6,,,,,,,,
31.279,39,Input Transition Off Event,FIRBeam #1,,6,0,,,,,,,,,,
31.646,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,6,4,Position,2,Image 1,0,CoordX,136,CoordY,160,,
31.647,1,Condition Event,Hit,,6,0,,,,,,,,,,
31.647,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Frame,6,2,Position,2,Image 1,0,,,,,,
31.647,7,Pulse Output Event,Sound_On #1,,6,1,Duration,1,,,,,,,,
31.647,7,Pulse Output Event,Feeder #1,,6,1,Duration,0.28,,,,,,,,
31.647,3,Output On Event,TrayLight #1,,6,0,,,,,,,,,,
31.647,16,Variable Event,No_of_hits,,6,1,Value,1,,,,,,,,
31.647,16,Variable Event,No_of_rewards_given,,6,1,Value,1,,,,,,,,
31.647,21,Group Change Event,Group Change,,6,1,New Group,7,,,,,,,,
31.686,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,7,4,Position,2,Image 1,0,CoordX,136,CoordY,160,,
31.898,38,Input Transition On Event,FIRBeam #1,,7,0,,,,,,,,,,
32.128,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,,,,,,,
32.227,38,Input Transition On Event,BIRBeam #1,,7,0,,,,,,,,,,
32.548,38,Input Transition On Event,Tray #1,,7,0,,,,,,,,,,
32.548,1,Condition Event,Reward Collected Start ITI,,7,0,,,,,,,,,,
32.548,4,Output Off Event,TrayLight #1,,7,0,,,,,,,,,,
32.548,29,Timer Event,After_Reward_Timer,,7,1,Value,0,,,,,,,,
32.548,21,Group Change Event,Group Change,,7,1,New Group,9,,,,,,,,
34.548,1,Condition Event,Pause to eat,,9,0,,,,,,,,,,
34.548,21,Group Change Event,Group Change,,9,1,New Group,2,,,,,,,,
34.549,1,Condition Event,Increment Trial,,2,0,,,,,,,,,,
34.549,16,Variable Event,_Trial_Counter,,2,1,Value,4,,,,,,,,
34.549,21,Group Change Event,Group Change,,2,1,New Group,3,,,,,,,,
34.549,1,Condition Event,Start ITI,,3,0,,,,,,,,,,
34.549,29,Timer Event,ITI_Timer,,3,1,Value,0,,,,,,,,
34.549,16,Variable Event,Current_Image,,3,1,Value,4,,,,,,,,
34.549,19,List Change - Next Value,Image_Selection,,3,2,Index,11,Value,5,,,,,,
34.549,16,Variable Event,Current_ITI,,3,1,Value,5,,,,,,,,
34.549,19,List Change - Next Value,ITIs,,3,2,Index,1,Value,5,,,,,,
34.549,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
35.888,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
37.202,39,Input Transition Off Event,BIRBeam #1,,4,0,,,,,,,,,,
38.013,38,Input Transition On Event,FIRBeam #1,,4,0,,,,,,,,,,
39.549,1,Condition Event,Display Image,,4,0,,,,,,,,,,
39.549,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Images,4,2,Position,2,Image 4,3,,,,,,
39.549,29,Timer Event,Limited_Hold_Timer,,4,1,Value,0,,,,,,,,
39.549,29,Timer Event,stimulus_duration_timer,,4,1,Value,0,,,,,,,,
39.549,21,Group Change Event,Group Change,,4,1,New Group,6,,,,,,,,
40.149,39,Input Transition Off Event,FIRBeam #1,,6,0,,,,,,,,,,
41.028,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,6,4,Position,2,Image 4,3,CoordX,154,CoordY,86,,
41.028,1,Condition Event,Mistake,,6,0,,,,,,,,,,
41.028,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Frame,6,2,Position,2,Image 1,0,,,,,,
41.028,21,Group Change Event,Group Change,,6,1,New Group,5,,,,,,,,
41.028,1,Condition Event,Non Correction Trial Miskake,,5,0,,,,,,,,,,
41.028,16,Variable Event,Correction_Trial,,5,1,Value,1,,,,,,,,
41.028,16,Variable Event,_Trial_Counter,,5,1,Value,5,,,,,,,,
41.028,16,Variable Event,No_of_Mistakes,,5,1,Value,1,,,,,,,,
41.028,21,Group Change Event,Group Change,,5,1,New Group,13,,,,,,,,
41.028,1,Condition Event,Time_Out,,13,0,,,,,,,,,,
41.028,3,Output On Event,HouseLight #1,,13,0,,,,,,,,,,
41.028,29,Timer Event,Time_Out_Timer,,13,1,Value,0,,,,,,,,
41.028,21,Group Change Event,Group Change,,13,1,New Group,14,,,,,,,,
41.224,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,14,4,Position,2,Image 1,0,CoordX,154,CoordY,125,,
41.688,38,Input Transition On Event,FIRBeam #1,,14,0,,,,,,,,,,
42.023,39,Input Transition Off Event,FIRBeam #1,,14,0,,,,,,,,,,
44.986,38,Input Transition On Event,FIRBeam #1,,14,0,,,,,,,,,,
45.438,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,14,4,Position,1,Image 1,0,CoordX,142,CoordY,177,,
45.438,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,14,4,Position,1,Image 1,0,CoordX,142,CoordY,177,,
45.497,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,14,4,Position,1,Image 1,0,CoordX,107,CoordY,177,,
45.613,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,14,4,Position,1,Image 1,0,CoordX,90,CoordY,177,,
46.028,1,Condition Event,End_Time_Out,,14,0,,,,,,,,,,
46.028,4,Output Off Event,HouseLight #1,,14,0,,,,,,,,,,
46.028,21,Group Change Event,Group Change,,14,1,New Group,8,,,,,,,,
46.028,1,Condition Event,Start correction ITI,,8,0,,,,,,,,,,
46.028,29,Timer Event,ITI_Timer,,8,1,Value,0,,,,,,,,
46.028,16,Variable Event,Current_Image,,8,1,Value,3,,,,,,,,
46.028,19,List Change - Next Value,Corr_Trial_Image_Selection,,8,2,Index,2,Value,2,,,,,,
46.028,16,Variable Event,Current_ITI,,8,1,Value,5,,,,,,,,
46.028,19,List Change - Next Value,ITIs,,8,2,Index,1,Value,5,,,,,,
46.028,21,Group Change Event,Group Change,,8,1,New Group,4,,,,,,,,
47.889,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,4,4,Position,1,Image 1,0,CoordX,191,CoordY,211,,
47.889,1,Condition Event,Left Screen Touches,,4,0,,,,,,,,,,
47.889,16,Variable Event,Left_Touches_during_ITI,,4,1,Value,1,,,,,,,,
47.889,61,Group Maintain Event,Group Change,,4,1,New Group,4,,,,,,,,
47.908,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,4,4,Position,1,Image 1,0,CoordX,191,CoordY,211,,
48.256,39,Input Transition Off Event,FIRBeam #1,,4,0,,,,,,,,,,
48.6,38,Input Transition On Event,FIRBeam #1,,4,0,,,,,,,,,,
51.028,1,Condition Event,Display Image,,4,0,,,,,,,,,,
51.028,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Images,4,2,Position,2,Image 3,2,,,,,,
51.028,29,Timer Event,Limited_Hold_Timer,,4,1,Value,0,,,,,,,,
51.028,29,Timer Event,stimulus_duration_timer,,4,1,Value,0,,,,,,,,
51.028,21,Group Change Event,Group Change,,4,1,New Group,6,,,,,,,,
53.028,1,Condition Event,Remove Stimulus Duration,,6,0,,,,,,,,,,
53.028,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Frame,6,2,Position,2,Image 1,0,,,,,,
53.028,16,Variable Event,stimulus_duration_timer,,6,1,Value,2,,,,,,,,
53.028,16,Variable Event,stimulus_duration_timer,,6,1,Value,0,,,,,,,,
53.028,61,Group Maintain Event,Group Change,,6,1,New Group,6,,,,,,,,
53.528,1,Condition Event,Correction Trial Correct Rejection,,6,0,,,,,,,,,,
53.528,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Frame,6,2,Position,2,Image 1,0,,,,,,
53.528,16,Variable Event,Correction_Trial_Correct_Rejections,,6,1,Value,1,,,,,,,,
53.528,16,Variable Event,Correction_Trial,,6,1,Value,0,,,,,,,,
53.528,21,Group Change Event,Group Change,,6,1,New Group,3,,,,,,,,
53.528,1,Condition Event,Start ITI,,3,0,,,,,,,,,,
53.528,29,Timer Event,ITI_Timer,,3,1,Value,0,,,,,,,,
53.528,16,Variable Event,Current_Image,,3,1,Value,5,,,,,,,,
53.528,19,List Change - Next Value,Image_Selection,,3,2,Index,3,Value,1,,,,,,
53.528,16,Variable Event,Current_ITI,,3,1,Value,5,,,,,,,,
53.528,19,List Change - Next Value,ITIs,,3,2,Index,1,Value,5,,,,,,
53.528,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
57.443,39,Input Transition Off Event,FIRBeam #1,,4,0,,,,,,,,,,
58.528,1,Condition Event,Display Image,,4,0,,,,,,,,,,
58.528,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Images,4,2,Position,2,Image 5,4,,,,,,
58.528,29,Timer Event,Limited_Hold_Timer,,4,1,Value,0,,,,,,,,
58.528,29,Timer Event,stimulus_duration_timer,,4,1,Value,0,,,,,,,,
58.528,21,Group Change Event,Group Change,,4,1,New Group,6,,,,,,,,
59.024,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,6,4,Position,2,Image 5,4,CoordX,136,CoordY,93,,
59.025,1,Condition Event,Mistake,,6,0,,,,,,,,,,
59.025,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Frame,6,2,Position,2,Image 1,0,,,,,,
59.025,21,Group Change Event,Group Change,,6,1,New Group,5,,,,,,,,
59.025,1,Condition Event,Non Correction Trial Miskake,,5,0,,,,,,,,,,
59.025,16,Variable Event,Correction_Trial,,5,1,Value,1,,,,,,,,
59.025,16,Variable Event,_Trial_Counter,,5,1,Value,6,,,,,,,,
59.025,16,Variable Event,No_of_Mistakes,,5,1,Value,2,,,,,,,,
59.025,21,Group Change Event,Group Change,,5,1,New Group,13,,,,,,,,
59.025,1,Condition Event,Time_Out,,13,0,,,,,,,,,,
59.025,3,Output On Event,HouseLight #1,,13,0,,,,,,,,,,
59.025,29,Timer Event,Time_Out_Timer,,13,1,Value,0,,,,,,,,
59.025,21,Group Change Event,Group Change,,13,1,New Group,14,,,,,,,,
59.143,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,14,4,Position,2,Image 1,0,CoordX,136,CoordY,93,,
59.241,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,14,4,Position,2,Image 1,0,CoordX,119,CoordY,76,,
59.417,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,14,4,Position,2,Image 1,0,CoordX,119,CoordY,76,,
60.102,38,Input Transition On Event,FIRBeam #1,,14,0,,,,,,,,,,
60.646,39,Input Transition Off Event,FIRBeam #1,,14,0,,,,,,,,,,
61.018,38,Input Transition On Event,BIRBeam #1,,14,0,,,,,,,,,,
61.44,38,Input Transition On Event,Tray #1,,14,0,,,,,,,,,,
61.46,39,Input Transition Off Event,Tray #1,,14,0,,,,,,,,,,
61.48,38,Input Transition On Event,Tray #1,,14,0,,,,,,,,,,
62.168,39,Input Transition Off Event,Tray #1,,14,0,,,,,,,,,,
64.025,1,Condition Event,End_Time_Out,,14,0,,,,,,,,,,
64.025,4,Output Off Event,HouseLight #1,,14,0,,,,,,,,,,
64.025,21,Group Change Event,Group Change,,14,1,New Group,8,,,,,,,,
64.025,1,Condition Event,Start correction ITI,,8,0,,,,,,,,,,
64.025,29,Timer Event,ITI_Timer,,8,1,Value,0,,,,,,,,
64.025,16,Variable Event,Current_Image,,8,1,Value,2,,,,,,,,
64.025,19,List Change - Next Value,Corr_Trial_Image_Selection,,8,2,Index,6,Value,4,,,,,,
