Name,Value,,,,,,,,,,,,,,,
1035.261,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
1039.262,1,Condition Event,Start Trial,,4,0,,,,,,,,,,
1039.262,29,Timer Event,Stimulus_Duration_Timer,,4,1,Value,0,,,,,,,,
1039.262,29,Timer Event,Limited_Hold_Timer,,4,1,Value,0,,,,,,,,
1039.262,16,Variable Event,Location,,4,1,Value,1,,,,,,,,
1039.262,32,Whisker - Display Image,Bussey Mouse Operant Mode 5 x 1 x low,v_Lamp,4,2,Position,1,LampON,0,,,,,,
1039.262,21,Group Change Event,Group Change,,4,1,New Group,7,,,,,,,,
1039.28,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,,,,,,,
1039.606,38,Input Transition On Event,FIRBeam #1,,7,0,,,,,,,,,,
1040.075,30,Touch Down Event,Bussey Mouse Operant Mode 5 x 1 x low,,7,2,Position,1,LampON,0,,,,,,
1040.076,1,Condition Event,Correct To 1,,7,0,,,,,,,,,,
1040.076,16,Variable Event,Correct1,,7,1,Value,10,,,,,,,,
1040.076,21,Group Change Event,Group Change,,7,1,New Group,8,,,,,,,,
1040.076,1,Condition Event,Correct Response,,8,0,,,,,,,,,,
1040.076,3,Output On Event,TrayLight #1,,8,0,,,,,,,,,,
1040.076,7,Pulse Output Event,Feeder #1,,8,1,Duration,0.28,,,,,,,,
1040.076,32,Whisker - Display Image,Bussey Mouse Operant Mode 5 x 1 x low,v_Lamp,8,2,Position,1,LampOFF,1,,,,,,
1040.076,16,Variable Event,Correct_Response_Counter,,8,1,Value,45,,,,,,,,
1040.076,16,Variable Event,AccuracySub,,8,1,Value,49,,,,,,,,
1040.076,16,Variable Event,Limited_Hold_Timer,,8,1,Value,0.815,,,,,,,,
1040.076,16,Variable Event,Limited_Hold_Timer,,8,1,Value,0,,,,,,,,
1040.076,16,Variable Event,Accuracy,,8,1,Value,45,,,,,,,,
1040.076,16,Variable Event,Accuracy,,8,1,Value,0.918,,,,,,,,
1040.076,21,Group Change Event,Group Change,,8,1,New Group,14,,,,,,,,
1040.077,39,Input Transition Off Event,FIRBeam #1,,14,0,,,,,,,,,,
1040.077,1,Condition Event,Reset Sound Levels to Zero,,14,0,,,,,,,,,,
1040.077,4,Output Off Event,Sound #1,,14,0,,,,,,,,,,
1040.077,4,Output Off Event,Sound #2,,14,0,,,,,,,,,,
1040.077,4,Output Off Event,Sound #3,,14,0,,,,,,,,,,
1040.077,21,Group Change Event,Group Change,,14,1,New Group,15,,,,,,,,
1040.077,1,Condition Event,Adjust Sound Level 2,,15,0,,,,,,,,,,
1040.077,3,Output On Event,Sound #2,,15,0,,,,,,,,,,
1040.077,1,Condition Event,NoTone Fall Through,,15,0,,,,,,,,,,
1040.077,21,Group Change Event,Group Change,,15,1,New Group,16,,,,,,,,
1040.077,1,Condition Event,Play Tone,,16,0,,,,,,,,,,
1040.077,7,Pulse Output Event,Sound_On #1,,16,1,Duration,1,,,,,,,,
1040.077,21,Group Change Event,Group Change,,16,1,New Group,11,,,,,,,,
1040.133,38,Input Transition On Event,FIRBeam #1,,11,0,,,,,,,,,,
1040.227,31,Touch Up Event,Bussey Mouse Operant Mode 5 x 1 x low,,11,2,Position,1,LampOFF,1,,,,,,
1041.208,9999,Schedule Shutdown Event,(SYSTEM),,24,0,,,,,,,,,,
