Name,Value,,,,,,,,,,,,,,,
0,16,Variable Event,FoodPulse,,0,1,Value,280,,,,,,,,
0,16,Variable Event,Houselight_Normally_On,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Incorrect_Response_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Incorrect_to_1,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Incorrect_to_2,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Incorrect_to_3,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Incorrect_to_4,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Incorrect_to_5,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Initiate_Click_On,,0,1,Value,0,,,,,,,,
0,16,Variable Event,ITI,,0,1,Value,5,,,,,,,,
0,16,Variable Event,ITI_Incorr,,0,1,Value,5,,,,,,,,
0,16,Variable Event,ITI_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Limited_Hold_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Limited_Hold_Value,,0,1,Value,7,,,,,,,,
0,16,Variable Event,Location,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Missed_1,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Missed_2,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Missed_3,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Missed_4,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Missed_5,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Omission_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,OmissionPercent,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Premature_Response_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Premature_Trial,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Punish_Incorrect_Perserverative,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Punish_timeout_response,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Punish_Unclass_Response,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Session,,0,1,Value,13,,,,,,,,
0,16,Variable Event,Session_Index,,0,1,Value,1,,,,,,,,
0,16,Variable Event,Stimulus_Duration,,0,1,Value,2,,,,,,,,
0,16,Variable Event,Stimulus_Duration_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,TimeOut_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,TimeOut_Value,,0,1,Value,5,,,,,,,,
0,16,Variable Event,Tone_Duration,,0,1,Value,1000,,,,,,,,
0,16,Variable Event,Tray_Push_Ends_TO,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Wrong_Tone_Duration,,0,1,Value,500,,,,,,,,
0,16,Variable Event,Wrong_Tone_On,,0,1,Value,0,,,,,,,,
0,22,List Array - Write,Grid_Location,,0,5,Item #1,1,Item #2,1,Item #3,1,Item #4,1,Item #5,2
0,22,List Array - Write,Grid_Location,,0,5,Item #6,2,Item #7,2,Item #8,2,Item #9,3,Item #10,3
0,22,List Array - Write,Grid_Location,,0,5,Item #11,3,Item #12,3,Item #13,4,Item #14,4,Item #15,4
0,22,List Array - Write,Grid_Location,,0,5,Item #16,4,Item #17,5,Item #18,5,Item #19,5,Item #20,5
0,17,List Change - Set,Grid_Location,,0,2,Index,17,Value,5,,,,,,
0,22,List Array - Write,Session_LimitedHold,,0,5,Item #1,37,Item #2,21,Item #3,13,Item #4,9,Item #5,7
0,22,List Array - Write,Session_LimitedHold,,0,5,Item #6,6.8,Item #7,6.6,Item #8,6.4,Item #9,6.2,Item #10,6
0,22,List Array - Write,Session_LimitedHold,,0,1,Item #11,5.8,,,,,,,,
0,17,List Change - Set,Session_LimitedHold,,0,2,Index,1,Value,37,,,,,,
0,22,List Array - Write,Session_SimDur,,0,5,Item #1,32,Item #2,16,Item #3,8,Item #4,4,Item #5,2
0,22,List Array - Write,Session_SimDur,,0,5,Item #6,1.8,Item #7,1.6,Item #8,1.4,Item #9,1.2,Item #10,1
0,22,List Array - Write,Session_SimDur,,0,1,Item #11,0.8,,,,,,,,
0,17,List Change - Set,Session_SimDur,,0,2,Index,1,Value,32,,,,,,
0,37,Image List Definition,v_Lamp,,0,1,Bussey Mouse Operant Mode 5 x 1 x low,6,,,,,,,,
0,36,List Array - Write,v_Lamp,,0,2,LampON,1,LampOFF,2,,,,,,
0,17,List Change - Set,v_Lamp,,0,2,Index,1,Value,1,,,,,,
0,0,Schedule Startup Event,(SYSTEM),,0,0,,,,,,,,,,
0,29,Timer Event,_Schedule_Timer,,0,1,Value,0,,,,,,,,
0.043,1,Condition Event,FreeFood,,0,0,,,,,,,,,,
0.043,3,Output On Event,TrayLight #1,,0,0,,,,,,,,,,
0.043,7,Pulse Output Event,Feeder #1,,0,1,Duration,0.28,,,,,,,,
0.043,3,Output On Event,White_Noise_Off #1,,0,0,,,,,,,,,,
0.043,3,Output On Event,Sound #2,,0,0,,,,,,,,,,
0.043,16,Variable Event,Session_Index,,0,1,Value,13,,,,,,,,
0.043,16,Variable Event,Session_Index,,0,1,Value,5,,,,,,,,
0.043,17,List Change - Set,Session_SimDur,,0,2,Index,5,Value,2,,,,,,
0.043,17,List Change - Set,Session_LimitedHold,,0,2,Index,5,Value,7,,,,,,
0.043,16,Variable Event,Stimulus_Duration,,0,1,Value,2,,,,,,,,
0.043,16,Variable Event,Limited_Hold_Value,,0,1,Value,7,,,,,,,,
0.043,32,Whisker - Display Image,Bussey Mouse Operant Mode 5 x 1 x low,v_Lamp,0,2,Position,1,LampOFF,1,,,,,,
0.043,32,Whisker - Display Image,Bussey Mouse Operant Mode 5 x 1 x low,v_Lamp,0,2,Position,2,LampOFF,1,,,,,,
0.043,32,Whisker - Display Image,Bussey Mouse Operant Mode 5 x 1 x low,v_Lamp,0,2,Position,3,LampOFF,1,,,,,,
0.043,32,Whisker - Display Image,Bussey Mouse Operant Mode 5 x 1 x low,v_Lamp,0,2,Position,4,LampOFF,1,,,,,,
0.043,32,Whisker - Display Image,Bussey Mouse Operant Mode 5 x 1 x low,v_Lamp,0,2,Position,5,LampOFF,1,,,,,,
0.043,16,Variable Event,Click_Time,,0,1,Value,0,,,,,,,,
0.043,16,Variable Event,Wrong_Tone_Duration,,0,1,Value,0,,,,,,,,
0.043,21,Group Change Event,Group Change,,0,1,New Group,1,,,,,,,,
0.172,38,Input Transition On Event,Tray #1,,1,0,,,,,,,,,,
0.184,1,Condition Event,InitialTrayPushNoted,,1,0,,,,,,,,,,
0.184,4,Output Off Event,Sound #1,,1,0,,,,,,,,,,
0.184,4,Output Off Event,Sound #2,,1,0,,,,,,,,,,
0.184,4,Output Off Event,Sound #3,,1,0,,,,,,,,,,
0.184,7,Pulse Output Event,Sound_On #1,,1,1,Duration,0,,,,,,,,
0.184,21,Group Change Event,Group Change,,1,1,New Group,2,,,,,,,,
0.349,39,Input Transition Off Event,Tray #1,,2,0,,,,,,,,,,
0.352,1,Condition Event,TrayReleaseNoted,,2,0,,,,,,,,,,
0.352,4,Output Off Event,TrayLight #1,,2,0,,,,,,,,,,
0.352,29,Timer Event,Delay_Timer,,2,1,Value,0,,,,,,,,
0.352,16,Variable Event,Stimulus_Duration_Timer,,2,1,Value,0,,,,,,,,
0.352,16,Variable Event,Stimulus_Duration_Timer,,2,1,Value,0,,,,,,,,
0.352,21,Group Change Event,Group Change,,2,1,New Group,4,,,,,,,,
0.935,39,Input Transition Off Event,BIRBeam #1,,4,0,,,,,,,,,,
1.606,38,Input Transition On Event,BIRBeam #1,,4,0,,,,,,,,,,
2.2,38,Input Transition On Event,Tray #1,,4,0,,,,,,,,,,
5.352,1,Condition Event,Start Trial,,4,0,,,,,,,,,,
5.352,29,Timer Event,Stimulus_Duration_Timer,,4,1,Value,0,,,,,,,,
5.352,29,Timer Event,Limited_Hold_Timer,,4,1,Value,0,,,,,,,,
5.352,16,Variable Event,Location,,4,1,Value,5,,,,,,,,
5.352,32,Whisker - Display Image,Bussey Mouse Operant Mode 5 x 1 x low,v_Lamp,4,2,Position,5,LampON,0,,,,,,
5.352,21,Group Change Event,Group Change,,4,1,New Group,7,,,,,,,,
5.74,39,Input Transition Off Event,Tray #1,,7,0,,,,,,,,,,
7.124,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,,,,,,,
7.352,1,Condition Event,End Stimulus Lumination,,7,0,,,,,,,,,,
7.352,32,Whisker - Display Image,Bussey Mouse Operant Mode 5 x 1 x low,v_Lamp,7,2,Position,5,LampOFF,1,,,,,,
7.352,16,Variable Event,Stimulus_Duration_Timer,,7,1,Value,2,,,,,,,,
7.352,16,Variable Event,Stimulus_Duration_Timer,,7,1,Value,0,,,,,,,,
8.86,38,Input Transition On Event,BIRBeam #1,,7,0,,,,,,,,,,
9.223,38,Input Transition On Event,Tray #1,,7,0,,,,,,,,,,
9.806,39,Input Transition Off Event,Tray #1,,7,0,,,,,,,,,,
10.683,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,,,,,,,
12.352,1,Condition Event,Omission To 5,,7,0,,,,,,,,,,
12.352,16,Variable Event,Missed_5,,7,1,Value,1,,,,,,,,
12.352,21,Group Change Event,Group Change,,7,1,New Group,9,,,,,,,,
12.353,1,Condition Event,Omission Error HL on,,9,0,,,,,,,,,,
12.353,3,Output On Event,HouseLight #1,,9,0,,,,,,,,,,
12.353,3,Output On Event,Sound #1,,9,0,,,,,,,,,,
12.353,3,Output On Event,Sound #2,,9,0,,,,,,,,,,
12.353,3,Output On Event,Sound #3,,9,0,,,,,,,,,,
12.353,7,Pulse Output Event,Sound_On #1,,9,1,Duration,0,,,,,,,,
12.353,32,Whisker - Display Image,Bussey Mouse Operant Mode 5 x 1 x low,v_Lamp,9,2,Position,5,LampOFF,1,,,,,,
12.353,16,Variable Event,Limited_Hold_Timer,,9,1,Value,7.001,,,,,,,,
12.353,16,Variable Event,Limited_Hold_Timer,,9,1,Value,0,,,,,,,,
12.353,16,Variable Event,Omission_Counter,,9,1,Value,1,,,,,,,,
12.353,29,Timer Event,TimeOut_Timer,,9,1,Value,0,,,,,,,,
12.353,16,Variable Event,_Trial_Counter,,9,1,Value,1,,,,,,,,
12.353,16,Variable Event,OmissionPercent,,9,1,Value,1,,,,,,,,
12.353,16,Variable Event,OmissionPercent,,9,1,Value,1,,,,,,,,
12.353,21,Group Change Event,Group Change,,9,1,New Group,5,,,,,,,,
15.066,30,Touch Down Event,Bussey Mouse Operant Mode 5 x 1 x low,,5,2,Position,2,LampOFF,1,,,,,,
15.069,1,Condition Event,TO Response Unpunished,,5,0,,,,,,,,,,
15.156,31,Touch Up Event,Bussey Mouse Operant Mode 5 x 1 x low,,5,2,Position,2,LampOFF,1,,,,,,
15.658,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
17.102,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
17.208,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
17.353,1,Condition Event,EndTimeOut HL Off,,5,0,,,,,,,,,,
17.353,4,Output Off Event,HouseLight #1,,5,0,,,,,,,,,,
17.353,16,Variable Event,TimeOut_Timer,,5,1,Value,5,,,,,,,,
17.353,16,Variable Event,TimeOut_Timer,,5,1,Value,0,,,,,,,,
17.353,29,Timer Event,ITI_Timer,,5,1,Value,0,,,,,,,,
17.353,21,Group Change Event,Group Change,,5,1,New Group,23,,,,,,,,
17.391,38,Input Transition On Event,Tray #1,,23,0,,,,,,,,,,
17.481,39,Input Transition Off Event,Tray #1,,23,0,,,,,,,,,,
17.596,38,Input Transition On Event,Tray #1,,23,0,,,,,,,,,,
18.169,39,Input Transition Off Event,Tray #1,,23,0,,,,,,,,,,
19.883,39,Input Transition Off Event,BIRBeam #1,,23,0,,,,,,,,,,
22.353,1,Condition Event,ITI End Following Incorrect,,23,0,,,,,,,,,,
