0,16,Variable Event,Premature_Response_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Premature_Trial,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Punish_Incorrect_Perseverative_,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Punish_timeout_response,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Punish_Unclass_Response,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Stimulus_Duration_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Stimulus_Duration_Value,,0,1,Value,2,,,,,,,,
0,16,Variable Event,TimeOut_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,TimeOut_Value,,0,1,Value,5,,,,,,,,
0,16,Variable Event,Tone_Duration,,0,1,Value,1000,,,,,,,,
0,16,Variable Event,Tray_Push_Ends_TO,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Wrong_Tone_Duration,,0,1,Value,500,,,,,,,,
0,16,Variable Event,Wrong_Tone_On,,0,1,Value,0,,,,,,,,
0,22,List Array - Write,Dim_Value,,0,5,Item #1,1,Item #2,1,Item #3,1,Item #4,1,Item #5,2
0,22,List Array - Write,Dim_Value,,0,5,Item #6,2,Item #7,2,Item #8,2,Item #9,3,Item #10,3
0,22,List Array - Write,Dim_Value,,0,5,Item #11,3,Item #12,3,Item #13,4,Item #14,4,Item #15,4
0,22,List Array - Write,Dim_Value,,0,5,Item #16,4,Item #17,5,Item #18,5,Item #19,5,Item #20,5
0,17,List Change - Set,Dim_Value,,0,2,Index,6,Value,3,,,,,,
0,22,List Array - Write,Grid_Location,,0,5,Item #1,1,Item #2,1,Item #3,1,Item #4,1,Item #5,2
0,22,List Array - Write,Grid_Location,,0,5,Item #6,2,Item #7,2,Item #8,2,Item #9,3,Item #10,3
0,22,List Array - Write,Grid_Location,,0,5,Item #11,3,Item #12,3,Item #13,4,Item #14,4,Item #15,4
0,22,List Array - Write,Grid_Location,,0,5,Item #16,4,Item #17,5,Item #18,5,Item #19,5,Item #20,5
0,17,List Change - Set,Grid_Location,,0,2,Index,4,Value,1,,,,,,
0,37,Image List Definition,Off_Lamp,,0,1,Bussey Mouse Operant Mode 5 x 1 x low,6,,,,,,,,
0,36,List Array - Write,Off_Lamp,,0,1,Lamp OFF,1,,,,,,,,
0,17,List Change - Set,Off_Lamp,,0,2,Index,1,Value,1,,,,,,
0,37,Image List Definition,v_Lamp,,0,1,Bussey Mouse Operant Mode 5 x 1 x low,6,,,,,,,,
0,36,List Array - Write,v_Lamp,,0,5,30%,0,40%,1,50%,2,70%,3,100%,4
0,17,List Change - Set,v_Lamp,,0,2,Index,1,Value,0,,,,,,
0,0,Schedule Startup Event,(SYSTEM),,0,0,,,,,,,,,,
0,29,Timer Event,_Schedule_Timer,,0,1,Value,0,,,,,,,,
0.059,1,Condition Event,FreeFood,,0,0,,,,,,,,,,
