0,16,Variable Event,Change_Hold_Time,,0,1,Value,1,,,,,,,,
0,16,Variable Event,Corr_ITI,,0,1,Value,5,,,,,,,,
0,16,Variable Event,Correct_Percent,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Correction_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Correction_Trial,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Correction_Trial_Correct_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Correction_Trials_Set,,0,1,Value,0,,,,,,,,
0,16,Variable Event,CTI,,0,1,Value,0,,,,,,,,
0,16,Variable Event,CTI_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Cue,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Cue_Time,,0,1,Value,0.05,,,,,,,,
0,16,Variable Event,Cue_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Feeder_Pulse_Time,,0,1,Value,280,,,,,,,,
0,16,Variable Event,First_Analysis,,0,1,Value,1,,,,,,,,
0,16,Variable Event,Hold_Failure_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Hold_Success_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Hold_Time,,0,1,Value,0.05,,,,,,,,
0,16,Variable Event,HOLD_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Houselight_Normally_On,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Image_alert_sound_on,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Incorrect_Position,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Increment_this_trial,,0,1,Value,1,,,,,,,,
0,16,Variable Event,ITI,,0,1,Value,5,,,,,,,,
0,16,Variable Event,ITI_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Left_Touches_during_ITI,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Max_Hold_Time,,0,1,Value,0.15,,,,,,,,
0,16,Variable Event,Max_no_reward,,0,1,Value,120,,,,,,,,
0,16,Variable Event,Min_Hold_Time,,0,1,Value,0.05,,,,,,,,
0,16,Variable Event,No_Incorrects_before_Correction_Trial,,0,1,Value,1,,,,,,,,
0,16,Variable Event,NonRewarded,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Omission_MTTime,,0,1,Value,5.5,,,,,,,,
0,16,Variable Event,Omission_RTTime,,0,1,Value,5.5,,,,,,,,
0,16,Variable Event,PunishAnticipationError,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Response_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Reward_counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Right_touches_during_ITI,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Sequential_Correction_Trials,,0,1,Value,0,,,,,,,,
0,16,Variable Event,SkipTrial_inc,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Target_Position,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Target_Time,,0,1,Value,5,,,,,,,,
0,16,Variable Event,Target_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Time_Out,,0,1,Value,5,,,,,,,,
0,16,Variable Event,Time_Out_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Timeout,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Tone_Duration,,0,1,Value,1000,,,,,,,,
0,16,Variable Event,Total_Correction_Trials,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Tray_Light_Pulse,,0,1,Value,2000,,,,,,,,
0,16,Variable Event,yy_CatchTrial_NotHold,,0,1,Value,0,,,,,,,,
0,16,Variable Event,yy_CatchTrial_Success,,0,1,Value,0,,,,,,,,
0,16,Variable Event,yy_CatchTrial_Touch,,0,1,Value,0,,,,,,,,
0,16,Variable Event,zz_AnticipationError_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,zz_Correct_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,zz_Incorrect_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,zz_Ommision_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,zzMT_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,zzRT_Timer,,0,1,Value,0,,,,,,,,
0,37,Image List Definition,Background,,0,1,Posner task,5,,,,,,,,
0,36,List Array - Write,Background,,0,1,Image 1,1,,,,,,,,
0,17,List Change - Set,Background,,0,2,Index,1,Value,1,,,,,,
0,37,Image List Definition,Cue_Images,,0,1,Posner task,5,,,,,,,,
0,36,List Array - Write,Cue_Images,,0,2,45,1,145,2,,,,,,
0,17,List Change - Set,Cue_Images,,0,2,Index,1,Value,1,,,,,,
0,37,Image List Definition,Image,,0,1,Posner task,5,,,,,,,,
0,36,List Array - Write,Image,,0,4,CentralStimulus,1,Target,2,dim,3,Cue,4,,
0,17,List Change - Set,Image,,0,2,Index,1,Value,1,,,,,,
0,22,List Array - Write,Trial_Type,,0,5,Item #1,4531,Item #2,4531,Item #3,4531,Item #4,14513,Item #5,14513
0,22,List Array - Write,Trial_Type,,0,1,Item #6,14513,,,,,,,,
0,17,List Change - Set,Trial_Type,,0,2,Index,2,Value,4531,,,,,,
0,0,Schedule Startup Event,(SYSTEM),,0,0,,,,,,,,,,
0,29,Timer Event,_Schedule_Timer,,0,1,Value,0,,,,,,,,
0.005,21,Group Change Event,Group Change,,0,1,New Group,1,,,,,,,,
0.008,1,Condition Event,Set Blank Images,,1,0,,,,,,,,,,
0.008,32,Whisker - Display Image,Posner task,Background,1,2,Position,1,Image 1,0,,,,,,
0.008,32,Whisker - Display Image,Posner task,Background,1,2,Position,2,Image 1,0,,,,,,
0.008,32,Whisker - Display Image,Posner task,Background,1,2,Position,3,Image 1,0,,,,,,
0.008,3,Output On Event,White_Noise_Off #1,,1,0,,,,,,,,,,
0.008,16,Variable Event,Correction_Trial,,1,1,Value,0,,,,,,,,
0.008,21,Group Change Event,Group Change,,1,1,New Group,22,,,,,,,,
0.1,1,Condition Event,Reset Sound Levels to Zero,,22,0,,,,,,,,,,
0.1,4,Output Off Event,Sound #1,,22,0,,,,,,,,,,
0.1,4,Output Off Event,Sound #2,,22,0,,,,,,,,,,
0.1,4,Output Off Event,Sound #3,,22,0,,,,,,,,,,
0.1,21,Group Change Event,Group Change,,22,1,New Group,23,,,,,,,,
0.101,1,Condition Event,Adjust Sound Level 2,,23,0,,,,,,,,,,
0.101,3,Output On Event,Sound #2,,23,0,,,,,,,,,,
0.101,1,Condition Event,NoTone Fall Through,,23,0,,,,,,,,,,
0.101,21,Group Change Event,Group Change,,23,1,New Group,24,,,,,,,,
0.101,1,Condition Event,Tone set,,24,0,,,,,,,,,,
0.101,21,Group Change Event,Group Change,,24,1,New Group,2,,,,,,,,
0.101,1,Condition Event,Free Feed,,2,0,,,,,,,,,,
0.101,3,Output On Event,TrayLight #1,,2,0,,,,,,,,,,
0.101,7,Pulse Output Event,Feeder #1,,2,1,Duration,0.28,,,,,,,,
0.101,7,Pulse Output Event,Sound_On #1,,2,1,Duration,1,,,,,,,,
0.101,16,Variable Event,SkipTrial_inc,,2,1,Value,1,,,,,,,,
0.101,21,Group Change Event,Group Change,,2,1,New Group,3,,,,,,,,
0.335,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
0.674,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
0.757,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
1.069,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
1.069,1,Condition Event,Tray Entry starts first trial,,3,0,,,,,,,,,,
1.069,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
1.069,16,Variable Event,Correction_Trial,,3,1,Value,0,,,,,,,,
1.069,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
1.069,1,Condition Event,Select Trial Type,,4,0,,,,,,,,,,
1.069,32,Whisker - Display Image,Posner task,Image,4,2,Position,4,CentralStimulus,0,,,,,,
1.069,7,Pulse Output Event,Sound_On #1,,4,1,Duration,0,,,,,,,,
1.069,16,Variable Event,CatchTrial,,4,1,Value,0,,,,,,,,
1.069,16,Variable Event,aTrial_Set,,4,1,Value,4531,,,,,,,,
1.069,19,List Change - Next Value,Trial_Type,,4,2,Index,1,Value,4531,,,,,,
1.069,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
1.069,1,Condition Event,Trial set 4531,,5,0,,,,,,,,,,
1.069,16,Variable Event,Cue,,5,1,Value,1,,,,,,,,
1.069,16,Variable Event,Target_Position,,5,1,Value,3,,,,,,,,
1.069,16,Variable Event,Incorrect_Position,,5,1,Value,1,,,,,,,,
1.069,21,Group Change Event,Group Change,,5,1,New Group,27,,,,,,,,
1.069,1,Condition Event,Change Hold Time,,27,0,,,,,,,,,,
1.069,21,Group Change Event,Group Change,,27,1,New Group,28,,,,,,,,
1.069,1,Condition Event,Remain Hold Time,,28,0,,,,,,,,,,
1.069,21,Group Change Event,Group Change,,28,1,New Group,29,,,,,,,,
1.069,1,Condition Event,Hold_Time set,,29,0,,,,,,,,,,
1.069,21,Group Change Event,Group Change,,29,1,New Group,15,,,,,,,,
6.229,39,Input Transition Off Event,Tray #1,,15,0,,,,,,,,,,
14.397,39,Input Transition Off Event,BIRBeam #1,,15,0,,,,,,,,,,
14.914,38,Input Transition On Event,FIRBeam #1,,15,0,,,,,,,,,,
17.952,39,Input Transition Off Event,FIRBeam #1,,15,0,,,,,,,,,,
19.243,38,Input Transition On Event,FIRBeam #1,,15,0,,,,,,,,,,
20.133,39,Input Transition Off Event,FIRBeam #1,,15,0,,,,,,,,,,
21.046,30,Touch Down Event,Posner task,,15,4,Position,1,Image 1,0,CoordX,116,CoordY,171,,
21.143,31,Touch Up Event,Posner task,,15,4,Position,1,Image 1,0,CoordX,116,CoordY,171,,
25.239,38,Input Transition On Event,FIRBeam #1,,15,0,,,,,,,,,,
26.18,39,Input Transition Off Event,FIRBeam #1,,15,0,,,,,,,,,,
33.401,38,Input Transition On Event,FIRBeam #1,,15,0,,,,,,,,,,
33.657,39,Input Transition Off Event,FIRBeam #1,,15,0,,,,,,,,,,
35.174,30,Touch Down Event,Posner task,,15,4,Position,2,Image 1,0,CoordX,51,CoordY,203,,
35.213,31,Touch Up Event,Posner task,,15,4,Position,2,Image 1,0,CoordX,51,CoordY,203,,
40.399,30,Touch Down Event,Posner task,,15,4,Position,3,Image 1,0,CoordX,148,CoordY,203,,
40.477,31,Touch Up Event,Posner task,,15,4,Position,3,Image 1,0,CoordX,132,CoordY,187,,
42.334,30,Touch Down Event,Posner task,,15,4,Position,2,Image 1,0,CoordX,34,CoordY,171,,
42.392,31,Touch Up Event,Posner task,,15,4,Position,2,Image 1,0,CoordX,34,CoordY,171,,
43.056,30,Touch Down Event,Posner task,,15,4,Position,4,CentralStimulus,0,CoordX,47,CoordY,89,,
43.056,1,Condition Event,Display Cue,,15,0,,,,,,,,,,
43.056,32,Whisker - Display Image,Posner task,Cue_Images,15,2,Position,4,45,0,,,,,,
43.056,29,Timer Event,HOLD_Timer,,15,1,Value,0,,,,,,,,
43.056,29,Timer Event,Cue_Timer,,15,1,Value,0,,,,,,,,
43.056,16,Variable Event,zzRT_Timer,,15,1,Value,0,,,,,,,,
43.056,16,Variable Event,zzRT_Timer,,15,1,Value,0,,,,,,,,
43.056,16,Variable Event,zzMT_Timer,,15,1,Value,0,,,,,,,,
43.056,16,Variable Event,zzMT_Timer,,15,1,Value,0,,,,,,,,
43.056,16,Variable Event,Response_Timer,,15,1,Value,0,,,,,,,,
43.056,16,Variable Event,Response_Timer,,15,1,Value,0,,,,,,,,
43.056,21,Group Change Event,Group Change,,15,1,New Group,37,,,,,,,,
43.106,1,Condition Event,Hold_Cue,,37,0,,,,,,,,,,
43.106,21,Group Change Event,Group Change,,37,1,New Group,16,,,,,,,,
43.107,1,Condition Event,CTI Start,,16,0,,,,,,,,,,
43.107,32,Whisker - Display Image,Posner task,Image,16,2,Position,4,dim,2,,,,,,
43.107,1,Condition Event,Hold_CTI,,16,0,,,,,,,,,,
43.107,16,Variable Event,Cue_Timer,,16,1,Value,0.05,,,,,,,,
43.107,16,Variable Event,Cue_Timer,,16,1,Value,0,,,,,,,,
43.107,29,Timer Event,CTI_Timer,,16,1,Value,0,,,,,,,,
43.107,61,Group Maintain Event,Group Change,,16,1,New Group,16,,,,,,,,
43.107,1,Condition Event,Hold_CTI,,16,0,,,,,,,,,,
43.107,21,Group Change Event,Group Change,,16,1,New Group,6,,,,,,,,
43.107,1,Condition Event,Display Target,,6,0,,,,,,,,,,
43.107,32,Whisker - Display Image,Posner task,Image,6,2,Position,3,Target,1,,,,,,
43.107,7,Pulse Output Event,Sound_On #1,,6,1,Duration,0,,,,,,,,
43.107,16,Variable Event,CTI_Timer,,6,1,Value,0,,,,,,,,
43.107,16,Variable Event,CTI_Timer,,6,1,Value,0,,,,,,,,
43.107,16,Variable Event,Hold_Failure_Counter,,6,1,Value,0,,,,,,,,
43.107,29,Timer Event,Response_Timer,,6,1,Value,0,,,,,,,,
43.107,29,Timer Event,zzRT_Timer,,6,1,Value,0,,,,,,,,
43.107,29,Timer Event,Target_Timer,,6,1,Value,0,,,,,,,,
43.107,21,Group Change Event,Group Change,,6,1,New Group,7,,,,,,,,
43.114,31,Touch Up Event,Posner task,,7,4,Position,4,dim,2,CoordX,47,CoordY,89,,
43.114,1,Condition Event,Leave_During Target,,7,0,,,,,,,,,,
43.114,32,Whisker - Display Image,Posner task,Background,7,2,Position,4,Image 1,0,,,,,,
43.114,16,Variable Event,HOLD_Timer,,7,1,Value,0.058,,,,,,,,
43.114,16,Variable Event,HOLD_Timer,,7,1,Value,0,,,,,,,,
43.114,16,Variable Event,zzRT_Timer,,7,1,Value,0.008,,,,,,,,
43.114,29,Timer Event,zzMT_Timer,,7,1,Value,0,,,,,,,,
43.114,21,Group Change Event,Group Change,,7,1,New Group,26,,,,,,,,
43.81,30,Touch Down Event,Posner task,,26,4,Position,3,Target,1,CoordX,132,CoordY,203,,
43.811,1,Condition Event,Correct_Leaving During Target,,26,0,,,,,,,,,,
43.811,32,Whisker - Display Image,Posner task,Background,26,2,Position,3,Image 1,0,,,,,,
43.811,7,Pulse Output Event,Feeder #1,,26,1,Duration,0.28,,,,,,,,
43.811,3,Output On Event,TrayLight #1,,26,0,,,,,,,,,,
43.811,7,Pulse Output Event,Sound_On #1,,26,1,Duration,1,,,,,,,,
43.811,16,Variable Event,Correction_Counter,,26,1,Value,0,,,,,,,,
43.811,16,Variable Event,Target_Timer,,26,1,Value,0.705,,,,,,,,
43.811,16,Variable Event,Target_Timer,,26,1,Value,0,,,,,,,,
43.811,16,Variable Event,zzMT_Timer,,26,1,Value,0.697,,,,,,,,
43.811,16,Variable Event,Response_Timer,,26,1,Value,0.705,,,,,,,,
43.811,21,Group Change Event,Group Change,,26,1,New Group,9,,,,,,,,
43.811,1,Condition Event,Increment Correct_Counter,,9,0,,,,,,,,,,
43.811,16,Variable Event,zz_Correct_Counter,,9,1,Value,1,,,,,,,,
43.811,16,Variable Event,Hold_Success_Counter,,9,1,Value,1,,,,,,,,
43.811,16,Variable Event,First_Analysis,,9,1,Value,0,,,,,,,,
43.811,61,Group Maintain Event,Group Change,,9,1,New Group,9,,,,,,,,
43.958,31,Touch Up Event,Posner task,,9,4,Position,3,Image 1,0,CoordX,114,CoordY,187,,
44.971,38,Input Transition On Event,FIRBeam #1,,9,0,,,,,,,,,,
45.318,39,Input Transition Off Event,FIRBeam #1,,9,0,,,,,,,,,,
45.398,38,Input Transition On Event,BIRBeam #1,,9,0,,,,,,,,,,
45.735,38,Input Transition On Event,Tray #1,,9,0,,,,,,,,,,
45.735,1,Condition Event,Reward Collected,,9,0,,,,,,,,,,
45.735,4,Output Off Event,TrayLight #1,,9,0,,,,,,,,,,
45.735,29,Timer Event,After_Reward_Timer,,9,1,Value,0,,,,,,,,
45.735,16,Variable Event,Reward_counter,,9,1,Value,1,,,,,,,,
45.735,21,Group Change Event,Group Change,,9,1,New Group,34,,,,,,,,
47.735,1,Condition Event,AfterReward_Pause,,34,0,,,,,,,,,,
47.735,29,Timer Event,ITI_Timer,,34,1,Value,0,,,,,,,,
47.735,16,Variable Event,After_Reward_Timer,,34,1,Value,2,,,,,,,,
47.735,16,Variable Event,After_Reward_Timer,,34,1,Value,0,,,,,,,,
47.735,21,Group Change Event,Group Change,,34,1,New Group,10,,,,,,,,
49.167,39,Input Transition Off Event,Tray #1,,10,0,,,,,,,,,,
52.337,39,Input Transition Off Event,BIRBeam #1,,10,0,,,,,,,,,,
52.643,38,Input Transition On Event,FIRBeam #1,,10,0,,,,,,,,,,
52.735,1,Condition Event,Next trial,,10,0,,,,,,,,,,
52.735,7,Pulse Output Event,Sound_On #1,,10,1,Duration,0,,,,,,,,
52.735,16,Variable Event,ITI_Timer,,10,1,Value,5,,,,,,,,
52.735,16,Variable Event,ITI_Timer,,10,1,Value,0,,,,,,,,
52.735,16,Variable Event,SkipTrial_inc,,10,1,Value,0,,,,,,,,
52.735,16,Variable Event,First_Analysis,,10,1,Value,1,,,,,,,,
52.735,16,Variable Event,ITI,,10,1,Value,5,,,,,,,,
52.735,21,Group Change Event,Group Change,,10,1,New Group,19,,,,,,,,
52.735,1,Condition Event,Next trial non corrected Trial,,19,0,,,,,,,,,,
52.735,21,Group Change Event,Group Change,,19,1,New Group,3,,,,,,,,
52.736,1,Condition Event,Tray Entry and Increment Trial,,3,0,,,,,,,,,,
52.736,16,Variable Event,All_Trials_Counter,,3,1,Value,1,,,,,,,,
52.736,16,Variable Event,_Trial_Counter,,3,1,Value,1,,,,,,,,
52.736,16,Variable Event,Correct_Percent,,3,1,Value,1,,,,,,,,
52.736,16,Variable Event,Correct_Percent,,3,1,Value,1,,,,,,,,
52.736,16,Variable Event,Correct_Percent,,3,1,Value,100,,,,,,,,
52.736,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
52.736,1,Condition Event,Select Trial Type,,4,0,,,,,,,,,,
52.736,32,Whisker - Display Image,Posner task,Image,4,2,Position,4,CentralStimulus,0,,,,,,
52.736,7,Pulse Output Event,Sound_On #1,,4,1,Duration,0,,,,,,,,
52.736,16,Variable Event,CatchTrial,,4,1,Value,0,,,,,,,,
52.736,16,Variable Event,aTrial_Set,,4,1,Value,4531,,,,,,,,
52.736,19,List Change - Next Value,Trial_Type,,4,2,Index,6,Value,14513,,,,,,
52.736,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
52.736,1,Condition Event,Trial set 4531,,5,0,,,,,,,,,,
52.736,16,Variable Event,Cue,,5,1,Value,1,,,,,,,,
52.736,16,Variable Event,Target_Position,,5,1,Value,3,,,,,,,,
52.736,16,Variable Event,Incorrect_Position,,5,1,Value,1,,,,,,,,
52.736,21,Group Change Event,Group Change,,5,1,New Group,27,,,,,,,,
52.736,1,Condition Event,Change Hold Time,,27,0,,,,,,,,,,
52.736,21,Group Change Event,Group Change,,27,1,New Group,28,,,,,,,,
52.736,1,Condition Event,Remain Hold Time,,28,0,,,,,,,,,,
52.736,21,Group Change Event,Group Change,,28,1,New Group,29,,,,,,,,
52.736,1,Condition Event,Hold_Time set,,29,0,,,,,,,,,,
52.736,21,Group Change Event,Group Change,,29,1,New Group,15,,,,,,,,
58.231,39,Input Transition Off Event,FIRBeam #1,,15,0,,,,,,,,,,
58.28,38,Input Transition On Event,FIRBeam #1,,15,0,,,,,,,,,,
58.665,39,Input Transition Off Event,FIRBeam #1,,15,0,,,,,,,,,,
58.96,38,Input Transition On Event,FIRBeam #1,,15,0,,,,,,,,,,
59.589,39,Input Transition Off Event,FIRBeam #1,,15,0,,,,,,,,,,
60.958,38,Input Transition On Event,FIRBeam #1,,15,0,,,,,,,,,,
62.393,39,Input Transition Off Event,FIRBeam #1,,15,0,,,,,,,,,,
62.516,38,Input Transition On Event,FIRBeam #1,,15,0,,,,,,,,,,
64.023,39,Input Transition Off Event,FIRBeam #1,,15,0,,,,,,,,,,
64.075,38,Input Transition On Event,FIRBeam #1,,15,0,,,,,,,,,,
69.717,39,Input Transition Off Event,FIRBeam #1,,15,0,,,,,,,,,,
70.021,38,Input Transition On Event,BIRBeam #1,,15,0,,,,,,,,,,
70.405,39,Input Transition Off Event,BIRBeam #1,,15,0,,,,,,,,,,
72.775,38,Input Transition On Event,FIRBeam #1,,15,0,,,,,,,,,,
73.24,39,Input Transition Off Event,FIRBeam #1,,15,0,,,,,,,,,,
74.902,38,Input Transition On Event,FIRBeam #1,,15,0,,,,,,,,,,
76.274,39,Input Transition Off Event,FIRBeam #1,,15,0,,,,,,,,,,
81.988,30,Touch Down Event,Posner task,,15,4,Position,4,CentralStimulus,0,CoordX,84,CoordY,89,,
81.989,1,Condition Event,Display Cue,,15,0,,,,,,,,,,
81.989,32,Whisker - Display Image,Posner task,Cue_Images,15,2,Position,4,45,0,,,,,,
81.989,29,Timer Event,HOLD_Timer,,15,1,Value,0,,,,,,,,
81.989,29,Timer Event,Cue_Timer,,15,1,Value,0,,,,,,,,
81.989,16,Variable Event,zzRT_Timer,,15,1,Value,0.008,,,,,,,,
81.989,16,Variable Event,zzRT_Timer,,15,1,Value,0,,,,,,,,
81.989,16,Variable Event,zzMT_Timer,,15,1,Value,0.697,,,,,,,,
81.989,16,Variable Event,zzMT_Timer,,15,1,Value,0,,,,,,,,
81.989,16,Variable Event,Response_Timer,,15,1,Value,0.705,,,,,,,,
81.989,16,Variable Event,Response_Timer,,15,1,Value,0,,,,,,,,
81.989,21,Group Change Event,Group Change,,15,1,New Group,37,,,,,,,,
82.039,1,Condition Event,Hold_Cue,,37,0,,,,,,,,,,
82.039,21,Group Change Event,Group Change,,37,1,New Group,16,,,,,,,,
82.039,1,Condition Event,CTI Start,,16,0,,,,,,,,,,
82.039,32,Whisker - Display Image,Posner task,Image,16,2,Position,4,dim,2,,,,,,
82.039,1,Condition Event,Hold_CTI,,16,0,,,,,,,,,,
82.039,16,Variable Event,Cue_Timer,,16,1,Value,0.05,,,,,,,,
82.039,16,Variable Event,Cue_Timer,,16,1,Value,0,,,,,,,,
82.039,29,Timer Event,CTI_Timer,,16,1,Value,0,,,,,,,,
82.039,61,Group Maintain Event,Group Change,,16,1,New Group,16,,,,,,,,
82.039,1,Condition Event,Hold_CTI,,16,0,,,,,,,,,,
82.039,21,Group Change Event,Group Change,,16,1,New Group,6,,,,,,,,
82.039,1,Condition Event,Display Target,,6,0,,,,,,,,,,
82.039,32,Whisker - Display Image,Posner task,Image,6,2,Position,3,Target,1,,,,,,
82.039,7,Pulse Output Event,Sound_On #1,,6,1,Duration,0,,,,,,,,
82.039,16,Variable Event,CTI_Timer,,6,1,Value,0,,,,,,,,
82.039,16,Variable Event,CTI_Timer,,6,1,Value,0,,,,,,,,
82.039,16,Variable Event,Hold_Failure_Counter,,6,1,Value,0,,,,,,,,
82.039,29,Timer Event,Response_Timer,,6,1,Value,0,,,,,,,,
82.039,29,Timer Event,zzRT_Timer,,6,1,Value,0,,,,,,,,
82.039,29,Timer Event,Target_Timer,,6,1,Value,0,,,,,,,,
82.039,21,Group Change Event,Group Change,,6,1,New Group,7,,,,,,,,
82.239,31,Touch Up Event,Posner task,,7,4,Position,4,dim,2,CoordX,84,CoordY,89,,
82.239,1,Condition Event,Leave_During Target,,7,0,,,,,,,,,,
82.239,32,Whisker - Display Image,Posner task,Background,7,2,Position,4,Image 1,0,,,,,,
82.239,16,Variable Event,HOLD_Timer,,7,1,Value,0.251,,,,,,,,
82.239,16,Variable Event,HOLD_Timer,,7,1,Value,0,,,,,,,,
82.239,16,Variable Event,zzRT_Timer,,7,1,Value,0.201,,,,,,,,
82.239,29,Timer Event,zzMT_Timer,,7,1,Value,0,,,,,,,,
82.239,21,Group Change Event,Group Change,,7,1,New Group,26,,,,,,,,
83.073,30,Touch Down Event,Posner task,,26,4,Position,3,Target,1,CoordX,114,CoordY,203,,
83.074,1,Condition Event,Correct_Leaving During Target,,26,0,,,,,,,,,,
83.074,32,Whisker - Display Image,Posner task,Background,26,2,Position,3,Image 1,0,,,,,,
83.074,7,Pulse Output Event,Feeder #1,,26,1,Duration,0.28,,,,,,,,
83.074,3,Output On Event,TrayLight #1,,26,0,,,,,,,,,,
83.074,7,Pulse Output Event,Sound_On #1,,26,1,Duration,1,,,,,,,,
83.074,16,Variable Event,Correction_Counter,,26,1,Value,0,,,,,,,,
83.074,16,Variable Event,Target_Timer,,26,1,Value,1.035,,,,,,,,
83.074,16,Variable Event,Target_Timer,,26,1,Value,0,,,,,,,,
83.074,16,Variable Event,zzMT_Timer,,26,1,Value,0.834,,,,,,,,
83.074,16,Variable Event,Response_Timer,,26,1,Value,1.035,,,,,,,,
83.074,21,Group Change Event,Group Change,,26,1,New Group,9,,,,,,,,
83.074,1,Condition Event,Increment Correct_Counter,,9,0,,,,,,,,,,
83.074,16,Variable Event,zz_Correct_Counter,,9,1,Value,2,,,,,,,,
